Player,Year1,Year2,Year3,Retire,NextPercentile
Hank Bjorklund,0.1542056074766355,0.2553191489361702,0.3445692883895131,1,
Barry Smith,0.3702127659574468,0.6329588014981273,0.6958041958041958,0,0.65
John Spagnola,0.1117166212534059,0.3434903047091412,0.5204359673024523,0,0.7421203438395415
Shad Meier,0.1124121779859484,0.41280353200883,0.5537190082644629,0,0.5458248472505092
Clinton Portis,0.5099337748344371,0.71900826446281,0.7963340122199593,0,0.7566462167689162
D J Ware,0.1074380165289256,0.2759336099585062,0.4623015873015873,0,0.5449330783938815
Bob Newland,0.4947368421052631,0.7570093457943925,0.9063829787234042,0,0.9288389513108616
Marshawn Lynch,0.2240663900414937,0.5628865979381443,0.7045454545454546,0,0.6058091286307054
Otis Grant,0.3197831978319783,0.4685138539042821,0.4506666666666666,0,0.1188118811881188
Brian Kozlowski,0.03125,0.0799031476997578,0.2799043062200957,0,0.4695863746958637
Eddie Hill,0.1444141689373297,0.2022160664819944,0.326975476839237,0,0.2120343839541547
Demetrius Williams,0.4025695931477516,0.6784232365145229,0.8020618556701031,0,0.7355371900826446
Rae Carruth,0.3236009732360097,0.5721153846153846,0.7403189066059226,1,
Charlie Garner,0.1458333333333333,0.2639225181598063,0.2990430622009569,0,0.3454987834549878
Josh Adams,0.1198501872659176,0.1104972375690607,0.2648648648648649,1,
James Hundon,0.2488038277511961,0.537712895377129,0.6995192307692307,0,0.6514806378132119
Dontrell Hilliard,0.1947565543071161,0.4069981583793738,0.463063063063063,0,0.3435251798561151
John Allred,0.0656934306569343,0.0913461538461538,0.3462414578587699,0,0.4369158878504673
O J Simpson,0.48125,0.5947368421052631,0.6915887850467289,0,0.625531914893617
Isaiah Stanback,0.088659793814433,0.1942148760330578,0.2053941908713693,0,0.115079365079365
Bruce Harper,0.3836477987421384,0.5519287833827893,0.771117166212534,0,0.8199445983379502
Kevin Kasper,0.1967213114754098,0.5496688741721855,0.6838842975206612,0,0.5193482688391039
John Davis,0.1167883211678832,0.3774038461538461,0.510250569476082,0,0.5887850467289719
Greg Hill,0.1197916666666666,0.3123486682808716,0.5645933014354066,0,0.5863746958637469
Lynn Bowden,0.227027027027027,0.2392086330935252,0.2109227871939736,0,0.0980392156862745
Bob Brown 6,0.3947368421052631,0.5373831775700935,0.6510638297872341,1,
Billy Waddy,0.4276729559748428,0.6320474777448071,0.7929155313351499,0,0.8365650969529086
Jay Saldi,0.040625,0.3270440251572327,0.3560830860534125,0,0.4959128065395095
Marcus Dowdell,0.1474530831099195,0.2452830188679245,0.3020833333333333,0,0.2808716707021791
Jacquizz Rodgers,0.246031746031746,0.5697896749521989,0.7312252964426877,0,0.7470119521912351
Doug Thomas,0.1136950904392764,0.1179624664879356,0.3477088948787062,1,
Ben Coates,0.1937984496124031,0.3994638069705093,0.7735849056603774,0,0.90625
Craig Mcewen,0.4941763727121464,0.5946666666666667,0.7202072538860104,0,0.7304582210242587
Mike Mccloskey,0.1598915989159891,0.4659949622166247,0.5413333333333333,1,
Sam Aiken,0.1983471074380165,0.4338085539714867,0.6196319018404908,0,0.4389721627408993
Dwayne Jarrett,0.1576763485477178,0.4082474226804123,0.6342975206611571,0,0.6804979253112033
Mark Green,0.1191709844559585,0.2722371967654987,0.4056847545219638,0,0.450402144772118
Hoby Brenner,0.1743869209809264,0.4412607449856733,0.7317073170731707,0,0.8765743073047859
Roy Williams,0.4989816700610998,0.8323108384458078,0.9486081370449678,0,0.9543568464730292
Alex Bannister,0.2060889929742388,0.1721854304635761,0.4876033057851239,0,0.3482688391038696
Jim Finn,0.0560747663551401,0.0679156908665105,0.0706401766004415,0,0.2128099173553719
Bruce Ellington,0.2231075697211155,0.3725490196078431,0.390057361376673,0,0.4174757281553398
Joe Klopfenstein,0.2526766595289079,0.4979253112033195,0.5958762886597938,0,0.5495867768595041
Rob Carpenter 2,0.2987421383647798,0.4510385756676557,0.6076294277929155,0,0.6343490304709142
Fred Pagac,0.1910112359550561,0.1363636363636363,0.240625,1,
Chase Coffman,0.1535269709543568,0.1706349206349206,0.4359464627151052,0,0.2272727272727272
Dwight Walker,0.2979942693409742,0.5067750677506775,0.6423173803526449,0,0.3973333333333333
Aaron Cox,0.512,0.7487046632124352,0.8409703504043127,0,0.6950904392764858
Essex Johnson,0.6875,0.7526315789473684,0.8364485981308412,0,0.8808510638297873
Kevin Mack,0.1493333333333333,0.4381188118811881,0.7071547420965059,0,0.3253333333333333
