Player,Year1,Year2,Year3,Year4,Year5,Year6,Retire,NextPercentile
Dan Kreider,0.4064516129032258,0.589041095890411,0.7019867549668874,0.569620253164557,0.562874251497006,0.551948051948052,0,0.5359477124183006
Danny Woodhead,0.1528662420382165,0.512987012987013,0.7142857142857143,0.8805031446540881,0.8928571428571429,0.8538011695906432,0,0.8491620111731844
Darrel Young,0.1103896103896103,0.5374149659863946,0.8113207547169812,0.8690476190476191,0.8421052631578947,0.664804469273743,1,
Darren Mcfadden,0.2,0.3503184713375796,0.8506493506493507,0.8979591836734694,0.9433962264150944,0.8511904761904762,0,0.7777777777777778
Darren Sproles,0.1883116883116883,0.130718954248366,0.3377483443708609,0.567741935483871,0.8407643312101911,0.922077922077922,0,0.9523809523809524
Darrin Nelson,0.1333333333333333,0.5379746835443038,0.7345679012345679,0.832258064516129,0.8830409356725146,0.9672727272727272,0,0.9090909090909092
Daryl Johnston,0.0844155844155844,0.3026315789473684,0.5753424657534246,0.6397058823529411,0.7238805970149254,0.8142857142857143,0,0.8431372549019608
Dave Meggett,0.2987012987012987,0.7236842105263158,0.910958904109589,0.8529411764705882,0.8059701492537313,0.7857142857142857,0,0.803921568627451
Dave Preston,0.2378048780487804,0.4476744186046512,0.7034883720930233,0.7349397590361446,0.6909090909090909,0.6392405063291139,1,
David Hughes,0.1024096385542168,0.4303030303030303,0.620253164556962,0.6419753086419753,0.4838709677419355,0.4678362573099415,1,
David Johnson,0.4860335195530726,0.8709677419354839,0.8961748633879781,0.8457446808510638,0.7371134020618557,0.9255813953488372,0,0.8440366972477065
David Palmer,0.0642857142857142,0.1764705882352941,0.2816901408450704,0.3733333333333333,0.5986842105263158,0.6149068322981367,1,
Deangelo Williams,0.3137254901960784,0.7218543046357616,0.9741935483870968,0.9936305732484076,0.961038961038961,0.8639455782312925,0,0.8930817610062893
Del Rodgers,0.0969696969696969,0.0759493670886076,0.3024691358024691,0.1548387096774193,0.1988304093567251,0.4945454545454545,1,
Delvin Williams,0.2877697841726618,0.65,0.9477124183006536,0.9554140127388536,0.9817073170731708,0.936046511627907,0,0.9127906976744186
Demarco Murray,0.4013605442176871,0.7610062893081762,0.9226190476190476,0.9766081871345028,0.988826815642458,0.989247311827957,0,0.9508196721311476
Dennis Gentry,0.1272727272727272,0.2025316455696202,0.4012345679012346,0.5483870967741935,0.8070175438596491,0.9272727272727272,0,0.961038961038961
Derek Loville,0.0131578947368421,0.0547945205479452,0.0955882352941176,0.0373134328358208,0.1428571428571428,0.6274509803921569,0,0.823943661971831
Derek Watt,0.3387096774193548,0.5191256830601093,0.6329787234042553,0.5824742268041238,0.3906976744186046,0.4403669724770642,0,0.4215686274509804
Derrick Coleman,0.0833333333333333,0.0584795321637426,0.2569832402234637,0.1827956989247312,0.2841530054644808,0.175531914893617,1,
Derrick Fenner 2,0.0714285714285714,0.3881578947368421,0.6232876712328768,0.75,0.8432835820895522,0.8214285714285714,0,0.7450980392156863
Derrick Jensen,0.1453488372093023,0.2325581395348837,0.5903614457831325,0.4121212121212121,0.3860759493670886,0.2160493827160493,0,0.232258064516129
Derrick Ward,0.1103896103896103,0.1111111111111111,0.4768211920529801,0.7225806451612903,0.8726114649681529,0.8376623376623377,0,0.673469387755102
Deshaun Foster,0.2974683544303797,0.5568862275449101,0.8506493506493507,0.8562091503267973,0.8278145695364238,0.5483870967741935,1,
Deuce Mcallister,0.2534246575342466,0.8211920529801324,0.9683544303797468,0.9520958083832336,0.8831168831168831,0.8431372549019608,0,0.7086092715231788
Devonta Freeman,0.2339181286549707,0.7486033519553073,0.9623655913978496,0.994535519125683,0.8776595744680851,0.7010309278350515,0,0.6093023255813953
Devontae Booker,0.2365591397849462,0.4153005464480874,0.6808510638297872,0.6185567010309279,0.6790697674418604,0.7477064220183486,1,
Dexter Bussey,0.0575539568345323,0.5428571428571428,0.7973856209150327,0.9044585987261148,0.8780487804878049,0.8430232558139535,0,0.877906976744186
Dexter Carter,0.2368421052631578,0.5958904109589042,0.7426470588235294,0.7313432835820896,0.7428571428571429,0.6339869281045751,0,0.4507042253521127
Dion Lewis,0.1632653061224489,0.4088050314465409,0.4047619047619047,0.2631578947368421,0.3519553072625698,0.489247311827957,0,0.9016393442622952
Dominic Rhodes,0.3356164383561644,0.4105960264900662,0.5759493670886076,0.467065868263473,0.6428571428571429,0.7516339869281046,0,0.5827814569536424
Don Calhoun,0.1007194244604316,0.4642857142857143,0.6535947712418301,0.8343949044585988,0.7865853658536586,0.75,0,0.7674418604651163
Don Mccauley,0.1797752808988764,0.5925925925925926,0.7768595041322314,0.7841726618705036,0.6928571428571428,0.803921568627451,0,0.9235668789808916
Don Nottingham,0.3820224719101123,0.6203703703703703,0.7272727272727273,0.7194244604316546,0.75,0.738562091503268,0,0.6815286624203821
Don Woods,0.6402877697841727,0.7714285714285715,0.934640522875817,0.7643312101910829,0.8353658536585366,0.5755813953488372,0,0.4709302325581395
Donald Brown,0.2738853503184713,0.6038961038961039,0.8367346938775511,0.8238993710691824,0.875,0.8245614035087719,0,0.8324022346368715
Donnell Bennett,0.0928571428571428,0.2875816993464052,0.4225352112676056,0.4466666666666666,0.5263157894736842,0.6894409937888198,0,0.6903225806451613
